matiere;classe/grpe;moy_eleve;devoir1___note;devoir2___note;devoir3___note;devoir4___note;devoir5___note;devoir6___note;devoir7___note;devoir8___note;devoir9___note;devoir10___note;devoir11___note;devoir12___note;devoir13___note;devoir14___note;devoir15___note;devoir16___note;devoir17___note;devoir18___note;devoir19___note;devoir20___note;devoir21___note;devoir22___note;devoir23___note;devoir24___note;devoir1___coeff;devoir2___coeff;devoir3___coeff;devoir4___coeff;devoir5___coeff;devoir6___coeff;devoir7___coeff;devoir8___coeff;devoir9___coeff;devoir10___coeff;devoir11___coeff;devoir12___coeff;devoir13___coeff;devoir14___coeff;devoir15___coeff;devoir16___coeff;devoir17___coeff;devoir18___coeff;devoir19___coeff;devoir20___coeff;devoir21___coeff;devoir22___coeff;devoir23___coeff;devoir24___coeff;devoir1___date;devoir2___date;devoir3___date;devoir4___date;devoir5___date;devoir6___date;devoir7___date;devoir8___date;devoir9___date;devoir10___date;devoir11___date;devoir12___date;devoir13___date;devoir14___date;devoir15___date;devoir16___date;devoir17___date;devoir18___date;devoir19___date;devoir20___date;devoir21___date;devoir22___date;devoir23___date;devoir24___date;devoir1___periode_notation;devoir2___periode_notation;devoir3___periode_notation;devoir4___periode_notation;devoir5___periode_notation;devoir6___periode_notation;devoir7___periode_notation;devoir8___periode_notation;devoir9___periode_notation;devoir10___periode_notation;devoir11___periode_notation;devoir12___periode_notation;devoir13___periode_notation;devoir14___periode_notation;devoir15___periode_notation;devoir16___periode_notation;devoir17___periode_notation;devoir18___periode_notation;devoir19___periode_notation;devoir20___periode_notation;devoir21___periode_notation;devoir22___periode_notation;devoir23___periode_notation;devoir24___periode_notation;eleve_id;prof_id
MATHEMATIQUES;2A;13,71;9,50;5,00;12,50;7,00;7,00;20,00;12,00;14,50;12,50;8,50;12,25;3,50;15,00;4,00;;12,50;10,50;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;2eX6Ptr4UVl8dUTBpqrGKzYJobgX1dd_amwPpv2oFk0;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;18,83;10,00;9,00;16,75;9,00;10,00;20,00;17,00;20,00;19,00;10,00;20,00;4,50;20,00;4,75;10,00;16,00;20,00;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;Hvzmr5ssE3NzMtrxHphQdwQFkT9tg2sH_rfMDp1eHD0;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;12,73;7,00;7,50;14,00;8,00;7,75;18,00;12,00;14,00;11,50;7,50;13,00;2,50;10,00;2,00;5,50;8,00;11,50;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;H5w3Vzg1AsiE2Ocb_GEjqjls-WJWowsNHvRgETx_pls;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;14,81;9,00;7,50;11,00;7,50;5,00;20,00;8,00;17,50;14,50;10,00;16,00;5,00;14,50;5,00;8,50;13,00;16,00;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;12,62;9,00;4,00;12,00;5,50;8,00;20,00;7,50;16,00;9,50;10,00;13,00;Abs;9,50;2,75;7,00;12,00;13,50;8,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;16,54;9,50;7,50;14,00;6,50;8,50;20,00;14,50;17,50;16,00;10,00;17,50;4,00;18,75;;8,00;12,00;19,50;9,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;O7eIkXN5IzasuUKPXTU6jDkhoq6YE4hSC6ntbf2-vD8;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;6,23;2,00;5,00;3,00;;;17,00;2,00;8,00;3,00;Abs;7,00;1,50;5,00;;2,50;8,00;8,00;3,50;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;11,25;8,00;5,00;7,50;6,50;5,25;N.Rdu;9,00;14,00;8,50;Abs;9,00;4,00;14,00;;6,00;8,00;16,75;7,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;7,28;6,00;2,50;6,00;;;N.Rdu;6,00;7,00;7,50;6,00;Abs;0,50;8,50;1,50;2,00;Abs;8,50;Abs;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;gq67y99eXJ52BwTQZ4GYpnYltf7tifuQ-yZvRuqrSHc;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;5,35;5,00;3,50;3,00;4,00;;6,00;4,00;5,00;3,00;6,00;4,00;2,00;6,00;2,75;2,00;3,00;7,50;5,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;58oF_H9LN8xn6ot80d57Fy7OYJFTvbdtfPzWBLvapZA;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;8,46;5,00;5,00;3,00;2,00;1,00;18,00;11,00;7,00;10,50;7,50;Abs;0,50;Abs;;3,00;Abs;7,00;5,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;17,22;9,00;7,50;18,00;8,50;8,75;20,00;16,00;19,00;18,00;9,00;14,50;5,00;18,75;4,00;8,00;17,00;14,00;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;BqQWGohht09zImwjfqc_3kHmYQR4YTSJ2cVmGz1xIHQ;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;16,53;9,00;6,50;15,00;7,25;7,75;20,00;10,00;20,00;17,00;10,00;16,00;4,50;16,00;4,50;10,00;14,00;20,00;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;F0oi2oxI60MepM1njREtsihsXp_ypixPgj9JtXlhQlk;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;11,11;9,00;6,00;10,50;6,00;7,25;11,00;7,50;14,00;9,50;Abs;11,00;4,00;13,00;2,50;8,50;5,00;10,00;9,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;dS99cEPZdJ7rs3J805lUZq8nYZXS6adUa-UDZnVw3XM;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;5,93;4,00;6,00;5,00;3,00;5,00;7,00;5,00;7,00;6,00;Abs;9,00;3,00;6,50;1,50;4,00;1,00;2,00;4,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;77cHeE_kylTwAOgWVO7M9LXssQdOVaaiFfSvYf58Q7U;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;10,69;6,00;6,00;10,00;8,25;5,50;18,00;7,00;13,00;10,75;6,50;10,00;3,00;12,00;2,00;7,00;7,00;7,00;7,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;ssFjGMOs5BDsWgqcv__KlRt68Bk0e0IovRqCzCQI_bM;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
MATHEMATIQUES;2A;16,07;8,00;8,50;14,50;8,00;9,00;20,00;12,75;18,00;18,00;8,00;14,00;5,00;15,00;3,50;7,00;12,00;20,00;10,00;;;;;;;0,50;0,50;1,00;0,50;0,50;0,50;1,00;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;;;;;;;14/09/2023;11/09/2023;02/10/2023;20/10/2023;13/11/2023;16/11/2023;28/11/2023;12/12/2023;30/01/2024;13/02/2024;14/02/2024;19/02/2024;03/03/2024;17/04/2024;08/05/2024;13/05/2024;27/05/2024;27/05/2024;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;Trimestre 3;;;;;;;dCqc3JW_nfeAXFM6epp2XfTQd_MIhKr9yySxuAx7MI4;4v77DrClxXAo4M9fFQ5AF5vdkoxTAniy0_3dYpN2tGQ
SES;2A;9,06;15,00;17,00;13,00;18,00;1,50;7,00;0,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;15,25;17,00;16,50;20,00;15,00;15,50;15,00;11,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;16,69;12,50;20,00;20,00;18,00;19,00;18,00;13,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;14,06;11,50;15,50;17,00;15,00;14,50;14,00;12,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;8,06;10,00;8,50;13,00;10,00;2,00;15,00;3,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;N7r49iPw-8QGenuIsY23jv0G1o-3MAIrZCuo2xhFVBg;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;13,26;11,55;17,00;20,00;11,00;7,50;12,00;13,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;pthtzlDHnLgzQ03agD3I-pZWJaV4f5u2XgUGRneh2vs;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;8,56;8,00;13,50;14,00;7,00;5,00;14,00;3,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;rNNP2RvTA59TYD2zD9UpY_D0SJQCx-4jyAbywAkIx8g;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;8,13;12,00;8,50;12,00;2,00;7,50;11,00;6,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;oryI8VbQiiMvGqJVaPpv5tA31rRahouzJxPnw9rgtMk;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;8,25;6,50;5,00;12,00;18,00;4,50;10,00;5,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;RvsKGw2WsJvQLQ07UDFk9lnpt6cTj2RFOqA9htX4OBM;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;14,13;17,00;20,00;11,50;10,00;11,50;13,00;15,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;2eX6Ptr4UVl8dUTBpqrGKzYJobgX1dd_amwPpv2oFk0;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;14,50;13,00;18,50;18,00;15,00;15,50;15,00;10,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;Hvzmr5ssE3NzMtrxHphQdwQFkT9tg2sH_rfMDp1eHD0;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
SES;2A;6,81;10,00;14,50;9,00;2,00;6,00;0,00;6,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;2,00;;;;;;;;;;;;;;;;;;17/10/2023;28/11/2023;29/01/2024;07/03/2024;07/03/2024;24/04/2024;25/04/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;H5w3Vzg1AsiE2Ocb_GEjqjls-WJWowsNHvRgETx_pls;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo
