classes;motif;regle;date;heure;duree;eleve_id
4B;PROBLEME DE TRANSPORT;O;2024-01-19;09:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-01-29;15:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-02-05;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-02-07;09:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-09;12:50:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-14;10:10:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-15;13:50:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-15;15:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-02-19;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-02-21;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-02-23;12:50:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-03-28;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-04-02;15:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-04-23;09:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;PROBLEME DE TRANSPORT;O;2024-05-20;08:00:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;SANS EXCUSES;O;2024-06-04;10:10:00;00:05:00;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
3C;SANS EXCUSES;O;2023-11-13;15:00:00;00:05:00;MJdVsOMZlk3JTvt3UNBl_0v9iHhYn0BcKN5Z87Lcd0A
3C;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;MJdVsOMZlk3JTvt3UNBl_0v9iHhYn0BcKN5Z87Lcd0A
3C;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;MJdVsOMZlk3JTvt3UNBl_0v9iHhYn0BcKN5Z87Lcd0A
3C;SANS EXCUSES;O;2024-04-02;11:10:00;00:05:00;MJdVsOMZlk3JTvt3UNBl_0v9iHhYn0BcKN5Z87Lcd0A
6B;SANS EXCUSES;O;2023-11-30;15:00:00;00:05:00;V0HWUKgQU7ynWQdI4315Cx-zDTZn21aUO0dKTZwHXvE
6A;SANS EXCUSES;O;2023-09-22;10:10:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
6A;PROBLEME DE TRANSPORT;O;2023-10-03;08:00:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
6A;SANS EXCUSES;O;2023-10-12;15:00:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
6A;SANS EXCUSES;O;2024-02-02;10:10:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
6A;SANS EXCUSES;O;2024-04-02;11:10:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
6A;PROBLEME DE TRANSPORT;O;2024-06-10;08:00:00;00:05:00;hlspLkohK6EENSaElLBw9Y-wiz7PM7XUO3Y0fYL3TAI
1B/C;SANS EXCUSES;O;2024-04-18;10:10:00;00:05:00;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg
3A;SANS EXCUSES;O;2023-09-07;09:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;PROBLEME DE TRANSPORT;O;2024-01-10;08:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;PROBLEME DE TRANSPORT;O;2024-04-03;08:00:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
3A;Motif non encore connu;N;2024-05-31;13:50:00;00:05:00;Gnm2bgOgQ2pA8Tg2ns-P5TVM1D2W7K9xWpgup_c4SfQ
6B;SANS EXCUSES;O;2023-09-27;11:10:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-03-14;16:00:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-03-19;11:10:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-03-25;15:00:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-04-22;10:10:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-05-16;16:00:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;SANS EXCUSES;O;2024-05-30;15:00:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
6B;Motif non encore connu;N;2024-06-07;13:50:00;00:05:00;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE
1B/C;SANS EXCUSES;O;2023-09-14;10:10:00;00:05:00;_o19fHK4I8PyGnVPnXJm6Y_BopXSx7tUqwoY04cn55Y
1B/C;PROBLEME DE TRANSPORT;O;2023-10-09;08:00:00;00:05:00;_o19fHK4I8PyGnVPnXJm6Y_BopXSx7tUqwoY04cn55Y
6C;SANS EXCUSES;O;2023-09-12;15:00:00;00:05:00;OVoVHbLdeCJG8Hg-vIIvVEOPwHT1F8fcNDqD4sngCI4
6C;PROBLEME DE TRANSPORT;O;2024-02-15;08:00:00;00:05:00;OVoVHbLdeCJG8Hg-vIIvVEOPwHT1F8fcNDqD4sngCI4
6C;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;OVoVHbLdeCJG8Hg-vIIvVEOPwHT1F8fcNDqD4sngCI4
4B;SANS EXCUSES;O;2023-09-14;16:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;SANS EXCUSES;O;2023-10-20;15:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-01-12;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-05-24;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
4B;PROBLEME DE TRANSPORT;O;2024-06-10;08:00:00;00:05:00;FzrqNKHY2-jqML6kFRSMHPbmU06yYQR-aDuuqXyIS5A
5C;SANS EXCUSES;O;2023-09-19;15:00:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;PROBLEME DE TRANSPORT;O;2023-10-09;08:00:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;PROBLEME DE TRANSPORT;O;2023-12-11;12:50:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;SANS EXCUSES;O;2023-12-15;11:10:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;PROBLEME DE TRANSPORT;O;2023-12-18;08:00:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;SANS EXCUSES;O;2024-01-22;12:50:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;SANS EXCUSES;O;2024-02-07;10:10:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;SANS EXCUSES;O;2024-04-01;12:50:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;Motif non encore connu;N;2024-04-19;12:50:00;00:20:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;SANS EXCUSES;O;2024-06-03;11:10:00;00:05:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
5C;Motif non encore connu;N;2024-06-21;12:50:00;00:08:00;sOQF81Fs7Ny3h4kgxtCoF68REismL-ducibBGHS2VL0
Terminale;SANS EXCUSES;O;2023-11-17;10:10:00;00:05:00;KCuGIoitShPCHwmW2M16uxtEaIB7u0TSpQ1zxZm1hV0
3C;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;SANS EXCUSES;O;2023-10-03;11:10:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-11-09;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-11-13;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-11-29;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-12-07;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2023-12-13;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-01-09;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-01-29;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-02-15;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
3C;PROBLEME DE TRANSPORT;O;2024-04-15;08:00:00;00:05:00;ogE2VznlkFgn_Ife3PzXfVLOVEHNk7elct2DAXM34R4
6C;SANS EXCUSES;O;2024-04-24;11:10:00;00:05:00;DiYPlU4dSuujBrE9YgBaeNhqkI6K_UUT8lYXOmiJiI8
4C;SANS EXCUSES;O;2023-10-13;15:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2023-11-13;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2023-12-13;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;SANS EXCUSES;O;2023-12-18;15:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-01-29;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;SANS EXCUSES;O;2024-01-29;10:10:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-02;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-06;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-07;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-02-20;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;Motif non encore connu;N;2024-02-22;15:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;Motif non encore connu;N;2024-04-16;08:00:00;00:19:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-05-28;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
4C;PROBLEME DE TRANSPORT;O;2024-06-04;08:00:00;00:05:00;yNHlX0lWB3HlBA4iTyrnwGfxeUOD8Tq6oQgRemGWeEw
5B;PROBLEME DE TRANSPORT;O;2023-09-13;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2023-09-14;13:50:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-09-15;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2023-09-18;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2023-10-12;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-12-01;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2023-12-01;13:50:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-12-11;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2023-12-22;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-01-22;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2024-02-13;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;Motif non encore connu;N;2024-02-15;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;SANS EXCUSES;O;2024-03-14;10:10:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-04-03;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-04-05;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5B;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;yvbruqZmkyi8oTBMEl60FoaER9rksI-FgPZSSr1KwGE
5A;PROBLEME DE TRANSPORT;O;2023-09-26;08:00:00;00:05:00;2OrLcqqtlSekkkO2CnnLdSkNXzf7_oO94pjhc6MRtWA
5A;PROBLEME DE TRANSPORT;O;2023-11-07;08:00:00;00:05:00;2OrLcqqtlSekkkO2CnnLdSkNXzf7_oO94pjhc6MRtWA
5A;PROBLEME DE TRANSPORT;O;2023-11-27;08:00:00;00:05:00;2OrLcqqtlSekkkO2CnnLdSkNXzf7_oO94pjhc6MRtWA
5A;PROBLEME DE TRANSPORT;O;2023-09-26;08:00:00;00:05:00;yyDXVIkjmmjbo3k-irxZkq5PSz77KF4t11hpUVB_caM
5A;PROBLEME DE TRANSPORT;O;2023-11-07;08:00:00;00:05:00;yyDXVIkjmmjbo3k-irxZkq5PSz77KF4t11hpUVB_caM
5A;PROBLEME DE TRANSPORT;O;2023-11-27;08:00:00;00:05:00;yyDXVIkjmmjbo3k-irxZkq5PSz77KF4t11hpUVB_caM
2B;PROBLEME DE TRANSPORT;O;2023-09-12;08:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2023-12-18;12:50:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2023-12-21;15:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-01-26;10:10:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-01-30;15:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-02-01;15:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-02-08;15:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-02-12;09:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-02-14;11:10:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-02-19;12:50:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;PROBLEME DE TRANSPORT;O;2024-02-21;08:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-03-20;12:50:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-03-28;10:10:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2B;SANS EXCUSES;O;2024-04-18;15:00:00;00:05:00;sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4
2C;SANS EXCUSES;O;2023-09-18;15:00:00;00:05:00;kA_yzW_hrnxp1wqFi3iApHbq9QprJJouqlIR5_t18GU
6C;SANS EXCUSES;O;2023-09-11;13:50:00;00:05:00;6HLIqeUrEjUjLePSldvOkOGCyt77UjvEj_WcbHwdeH4
6C;SANS EXCUSES;O;2023-09-12;15:00:00;00:05:00;6HLIqeUrEjUjLePSldvOkOGCyt77UjvEj_WcbHwdeH4
6C;SANS EXCUSES;O;2023-10-20;16:00:00;00:05:00;6HLIqeUrEjUjLePSldvOkOGCyt77UjvEj_WcbHwdeH4
6C;SANS EXCUSES;O;2024-02-02;11:10:00;00:05:00;6HLIqeUrEjUjLePSldvOkOGCyt77UjvEj_WcbHwdeH4
Terminale;PROBLEME DE TRANSPORT;O;2024-01-22;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-01-23;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-01-29;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
