classes;periode;appr;eleve_id
2C;;Il faut cesser les bavardages. Vous devez adopter une attitude plus responsable en cours afin de combler vos lacunes et réussir dans toutes les matières.;f24xbMdgQjBbxNQcODLnIdHS9j-VVjsNh37UTcgJWsE
2C;;Un trimestre inquiétant. Les résultats d’Ali en histoire-géographie, espagnol, SES et SPC sont alarmants. Il faut absolument se ressaisir et se remettre sérieusement au travail afin de bien finir l’année. Nous vous encourageons à redoubler d’efforts.;f24xbMdgQjBbxNQcODLnIdHS9j-VVjsNh37UTcgJWsE
2C;;Un bilan mitigé. Vous devez être plus engagé et déterminé à réussir dans toutes les matières. Pour cela vous allez devoir être plus impliqué et régulier dans votre travail personnel et en classe. Courage.;f24xbMdgQjBbxNQcODLnIdHS9j-VVjsNh37UTcgJWsE
6A;;Le bilan est mitigé. Ghali est capable de mieux faire mais il y'a un manque de travail, de concentration et d'implication dans beaucoup de matières et cela se reflète sur ses résultats. L'équipe pédagogique compte sur toi pour changer cette attitude et intensifier le travail personnel au prochain trimestre.;hWmNJug_uHbjDDEW3IwJMSS9x96Iuz0og4W51_pETAY
6A;;Un ensemble hétérogène. Des progrès ont été relevés dans l'attitude en classe, cependant, Ghali ne fournit pas assez d'efforts pour progresser. Nous avons confiance en tes capacités et nous comptons sur toi le prochain trimestre pour s'impliquer en classe et intensifier le travail personnel tout en restant concentré afin de consolider les bases de 6e.;hWmNJug_uHbjDDEW3IwJMSS9x96Iuz0og4W51_pETAY
6A;;Un ensemble qui reste juste, avec des résultats irréguliers. Ghali, sérieux en classe, a fourni des efforts dans certaines matières et a accompli des progrès, mais dans d’autres disciplines le travail a été trop peu approfondi. Il doit harmoniser ses efforts afin d’être en réussite dans toutes les disciplines.;hWmNJug_uHbjDDEW3IwJMSS9x96Iuz0og4W51_pETAY
Terminale;;Très bon trimestre pour Ghita qui reste une élève dynamique et rigoureuse. Ces résultats vont lui permettre d'entamer le deuxième trimestre en toute sérénité et dans l'espoir de progresser. Félicitations.;ZPT1dqFBSkQZ6qGy4Dtfa4uEaQNgXw2Cbu-45QI5ur0
Terminale;;Les absences liés aux soucis de santé ce trimestre de Ghita n'ont pas permis de l'évaluer dans plusieurs disciplines, mais elle a démontré un réel potentiel dans les matières notées. Ghita doit maintenant relever le défi de rattraper le retard accumulé et de fournir les efforts supplémentaires adéquats pour se mettre à jour dans les travaux et les concepts abordés. Bon courage.;ZPT1dqFBSkQZ6qGy4Dtfa4uEaQNgXw2Cbu-45QI5ur0
Terminale;;Ghita n'a pas pu être évaluée dans la quasi-totalité des matières et ce suite à des absences multiples liées à des soucis de santé.;ZPT1dqFBSkQZ6qGy4Dtfa4uEaQNgXw2Cbu-45QI5ur0
5C;;Des résultats insuffisants ce trimestre. Ghita a des difficultés, mais son manque d' implication en classe et son travail personnel trop léger ne permettent pas de les résorber. Il va falloir fournir plus d' efforts au prochain trimestre et ne pas hésiter à solliciter les enseignants. Courage Ghita, tu en capable.;wfgRwUsCHNYOwJ0xWBu92tmL-3kiBEPYJOiEoFz7_k0
5C;;Un trimestre encourageant, avec des résultats en hausse dans plusieurs matières. Ghita, grâce à son sérieux, a su se saisir des adaptations pour avancer, mais elle doit encore s' impliquer davantage dans les cours, en participant plus, afin de poursuivre sa progression.;wfgRwUsCHNYOwJ0xWBu92tmL-3kiBEPYJOiEoFz7_k0
5C;;Un trimestre un peu juste. Ghita s' accroche et fait de son mieux dans plusieurs matières, où les professeurs notent son sérieux et ses efforts. Cependant, le travail personnel est encore à accentuer nettement afin de combler les fragilités. L' année prochaine sera difficile : il faudra redoubler d' efforts afin de réussir.;wfgRwUsCHNYOwJ0xWBu92tmL-3kiBEPYJOiEoFz7_k0
4A;;Excellent trimestre. Le conseil de classe vous félicite pour le sérieux de votre travail et votre comportement exemplaire. Continuez ainsi.;Edw8Jzim2N5-wBkrN5RmvQmGObeolIyqgnXQO-7tG8U
4A;;Encore un excellent trimestre pour Yasmine. Félicitations.;Edw8Jzim2N5-wBkrN5RmvQmGObeolIyqgnXQO-7tG8U
4A;;Encore une fois, excellent trimestre et année pour Yassmine. Son travail acharné, sa discipline et son attitude positive ont porté leurs fruits puisqu’elle excelle dans toutes les matières. Nous vous félicitons et vous souhaitons le meilleur !;Edw8Jzim2N5-wBkrN5RmvQmGObeolIyqgnXQO-7tG8U
Terminale;;Ensemble globalement satisfaisant  mais hétérogène avec notamment une excellence en langues vivantes et une fragilité relevée en matières de spécialités où Taha possède certes des capacités de réflexion qu'il tarde à mettre en œuvre. Taha doit approfondir son travail personnel afin d'améliorer ses résultats. Nous comptons sur vous.;saIZFyjB2TjIw5eeO25SY6-DgL5maW7a_-aMnQQtFVo
Terminale;;Mohamed Taha réalise un bon trimestre avec notamment une progression généralisée par rapport au premier trimestre et ce grâce à son potentiel et à sa persévérance. Poursuivez ainsi au prochain trimestre.;saIZFyjB2TjIw5eeO25SY6-DgL5maW7a_-aMnQQtFVo
Terminale;;Une année qui fait la preuve de l'importance de la rigueur et de la motivation. Mohamed Taha possède ces grands atouts qui lui ont permis de réaliser une bonne année de terminale.;saIZFyjB2TjIw5eeO25SY6-DgL5maW7a_-aMnQQtFVo
6B;;L'entrée en sixième de Aicha est assez réussie au niveau des résultats : elle est dynamique et sait se montrer sérieuse. Cependant, l'attitude n'est pas toujours propice au travail : il faut se concentrer durablement pour progresser tout au long de l'année. Nous comptons sur vous.;3gxXu8cFCDMOoZJEga90NN5EcWlloEDMH5zsLTBIYXE
6B;;Des résultats perfectibles, pénalisés par un manque de concentration. Aïcha doit réussir à se concentrer durablement et approfondir le travail tant à la maison qu'en classe. Accrochez-vous, pour la dernière ligne droite afin d'améliorer vos résultats, vous en êtes capable.;3gxXu8cFCDMOoZJEga90NN5EcWlloEDMH5zsLTBIYXE
6B;;L'année d'Aïcha a été en dents de scie. Elle devra faire preuve de plus de régularité et renforcer son travail personnel pour réussir en cinquième. Son attitude en classe a souvent été néfaste, les bavardages nuisant à sa progression. Il faudra se concentrer davantage et rester plus attentive pour une année en cinquième plus régulière.;3gxXu8cFCDMOoZJEga90NN5EcWlloEDMH5zsLTBIYXE
3B;;Excellent trimestre. Ines est une élève exemplaire avec une attitude irréprochable en classe. Félicitations.;RpX7D2y1WYHBD5hOZWtcUUR0f-RdQq7BhaUp5030FrI
3B;;Excellent trimestre ! Vous avez fait preuve d'un sérieux remarquable. Félicitations pour votre investissement constant !;RpX7D2y1WYHBD5hOZWtcUUR0f-RdQq7BhaUp5030FrI
3B;;Excellent trimestre. Félicitations pour cette année scolaire remarquable. Vous avez démontré une attitude exemplaire et un sérieux constant dans toutes les matières. Nous comptons sur vous pour continuer à maintenir cette rigueur et cet engagement au lycée.;RpX7D2y1WYHBD5hOZWtcUUR0f-RdQq7BhaUp5030FrI
4B;;Bon trimestre, nous vous encourageons pour vos efforts soutenus, continuez ainsi sans vous laisser distraire !;Aiaps-fLivSMrsnufwbekCTbg0Ayju7JH10bcYmmMKw
4B;;Bon trimestre, nous soulignons votre progression dans l'ensemble des matières. Il faut continuer ainsi pour progresser au prochain trimestre.;Aiaps-fLivSMrsnufwbekCTbg0Ayju7JH10bcYmmMKw
4B;;Bilan très positif, Asmae semble avoir compris les exigences de travail nécessaires en troisième. Félicitations.;Aiaps-fLivSMrsnufwbekCTbg0Ayju7JH10bcYmmMKw
Terminale;;Rim est une élève sérieuse et travailleuse malgré une passivité et un manque de concentration par moment. Les résultats sont très satisfaisants hormis celui en PC qui pourrait être amélioré en deuxième trimestre avec plus de concentration et un travail personnel approfondi. Nous comptons sur toi.;Cc8-H1z8LW-qcG02WsJz2ft9cim4gY6L63d_2JvIEzI
Terminale;;Rim a eu ce trimestre à la fois une avancée en langues vivantes ainsi qu'une régression significative dans les autres disciplines. Nous attendons de Rim, au troisième trimestre, un investissement conséquent et généralisé sur toutes les matières.;Cc8-H1z8LW-qcG02WsJz2ft9cim4gY6L63d_2JvIEzI
Terminale;;Bilan globalement satisfaisant. Rim est une élève sérieuse qui a pu progresser dans plusieurs disciplines. Des efforts supplémentaires et de qualité sont nécessaires cependant en matières de spécialités afin de progresser. Nos encouragements.;Cc8-H1z8LW-qcG02WsJz2ft9cim4gY6L63d_2JvIEzI
4C;;Un très bon trimestre au niveau des résultats. Yacout sait se montrer sérieuse, pertinente et investie. En cessant les bavardages, le prochain trimestre pourrait être excellent. Nous comptons sur vous.;a6jBNRAbMMFhO9e5KBrsM7Yjqh5MYb0EE4e2yB_AkRc
4C;;Très bon trimestre à la hauteur des efforts fournis. Yacout est une élève sérieuse et consciencieuse. Nous vous en félicitons.;a6jBNRAbMMFhO9e5KBrsM7Yjqh5MYb0EE4e2yB_AkRc
4C;;Un très bon bilan pour clôturer une année de quatrième réussie. Avec une attitude aussi positive, l'année de troisième sera également une réussite. Félicitations.;a6jBNRAbMMFhO9e5KBrsM7Yjqh5MYb0EE4e2yB_AkRc
5C;;Un excellent trimestre. Yazid s' est distingué par son implication dynamique dans le cours et son travail très régulier dans l' ensemble des matières. Les résultats et les capacités sont très prometteurs. Bravo pour tes efforts Yazid, continue ainsi !;8565x7mAoYrvbsQKYvfkxaL6H1KVe63YIb5OQkB7cSU
5C;;De nouveau un excellent trimestre, avec des résultats très réguliers et une belle implication durant les cours. Les professeurs félicitent Yazid pour la qualité de son travail et lui demandent de conserver cet enthousiasme au prochain trimestre, tout en cessant les quelques bavardages.;8565x7mAoYrvbsQKYvfkxaL6H1KVe63YIb5OQkB7cSU
5C;;Un excellent trimestre, à l' image des précédents. Yazid a fourni un travail de qualité dans l' ensemble des matières, se montrant toujours motivé et impliqué durant les cours. Les capacités sont là pour réussir en quatrième. Félicitations ! Elève ayant participé à plusieurs MUN (Model of United Nations), organisés en interne, Mini-MUN Daudet et en externe, OSUIMUN.;8565x7mAoYrvbsQKYvfkxaL6H1KVe63YIb5OQkB7cSU
3A;;Un bon trimestre avec des résultats globalement satisfaisants. Yacout a fait preuve d' une attitude positive en classe et a fourni un travail personnel de qualité. Bravo Yacout, c' est est assez prometteur pour la suite de l' année. Cependant, il te faudra renouveler tes efforts au prochain trimestre tout en étendant ta participation à l' ensemble des matières et en cessant les bavardages.;rG8p0LkaJS3bU4tt_3-jkJAfc3tSeuJiZLFPe1YWWuQ
3A;;Un très bon trimestre. Les professeurs relèvent de bons efforts de travail personnel et des progrès, qui permettent d' envisager sereinement l' examen et l' entrée en seconde. Il faudra renouveler ces efforts au dernier trimestre et cesser définitivement les bavardages.;rG8p0LkaJS3bU4tt_3-jkJAfc3tSeuJiZLFPe1YWWuQ
3A;;Un très bon trimestre, sans fausse note. Yacout s' est montrée attentive, sérieuse, investie dans son travail personnel et celui de la classe. Les résultats sont très satisfaisants et les progrès continus. Félicitations Yacout, nous comptons sur toi pour continuer ainsi en seconde.;rG8p0LkaJS3bU4tt_3-jkJAfc3tSeuJiZLFPe1YWWuQ
3C;;Un trimestre globalement satisfaisant, mais des résultats perfectibles. Jad se montre sérieux en classe mais il devra fournir un travail personnel plus conséquent pour pallier ses difficultés et répondre aux exigences du DNB. Nous comptons sur lui!;KZ7t1XJ5BKqTC40hypDlcc1HAreErPJpa5T-8qq37Nw
3C;;Un trimestre correct dans l'ensemble. Les résultats sont globalement satisfaisants et Jad s'implique en classe. Attention toutefois à certaines fragilités qui s'accumulent. Nous vous invitons à approfondir votre travail personnel afin de surmonter vos difficultés et  faire face aux exigences du DNB.;KZ7t1XJ5BKqTC40hypDlcc1HAreErPJpa5T-8qq37Nw
3C;;Un trimestre inégal. Si la participation intéressante de Jad est souvent saluée, son travail personnel manque de rigueur. Des fragilités en fin de 3e. Il vous faudra fournir plus d'efforts l'année prochaine pour envisager sereinement l'année de seconde et votre parcours au lycée.;KZ7t1XJ5BKqTC40hypDlcc1HAreErPJpa5T-8qq37Nw
6C;;Ensemble fragile, les compétences comportementales et académiques semblent encore en cours d'acquisition, on attend  une implication plus active durant la classe et un travail personnel plus régulier. Courage !;GNBdcywpRVHuoqiY4FOLbF1uUufMcl3qjbQuEcWfiYw
6C;;Ensemble moyen, on encourage Lina à participer davantage durant la classe pour éviter qu'elle ne soit trop distraite et pour favoriser sa compréhension. Le troisième trimestre sera décisif.;GNBdcywpRVHuoqiY4FOLbF1uUufMcl3qjbQuEcWfiYw
6C;;Trimestre contrasté  et bilan annuel très fragile. Admission en cinquième avec des réserves.;GNBdcywpRVHuoqiY4FOLbF1uUufMcl3qjbQuEcWfiYw
1A;;Des résultats contrasté, insuffisants dans de nombreuses disciplines. Nous attendons une réelle implication en classe, ainsi qu'un travail régulier et approfondi. Il est encore temps de réagir!;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA
1A;;Le bilan est inquiétant notamment en français et en spécialité. Un travail personnel régulier approfondi ainsi qu'un investissement actif en classe sont les clés de la réussite....à vous de réagir, nous comptons sur vous.;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA
1A;;Le bilan général est alarmant, votre travail personnel et votre investissement en classe posent question. Les attendus de première ne sont pas du tout atteints.;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA
1B/C;;Un bon bilan dans l'ensemble, vous avez fait des efforts louables et votre sérieux est à souligner. Continuez sur cette voie.;QoqOnH3bGj7OPAwYwhOqmLJBWiJTMLC7nPrui-Xry7U
1B/C;;Le bilan est fragile, une certaine irrégularité dans votre travail est à souligner. Vous avez démontré des capacités prometteuses, mais il est essentiel de rester constant et régulier dans vos efforts. Nous comptons sur vous.;QoqOnH3bGj7OPAwYwhOqmLJBWiJTMLC7nPrui-Xry7U
1B/C;;Ensemble fragile. Zakaria montre du sérieux dans certaines matières, mais doit l'étendre à toutes. Une plus grande régularité et rigueur dans son travail lui permettrait de progresser davantage.;QoqOnH3bGj7OPAwYwhOqmLJBWiJTMLC7nPrui-Xry7U
Terminale;;Sami nous propose un début d'année un peu juste. Il parait impliqué en classe avec une volonté de bien faire et une attitude positive, mais il faut gagner  davantage en régularité et en méthodologie afin qu'il  puisse progresser au deuxième trimestre. Nous comptons sur toi.;BamOeuKKmtMmCpu67zeID_YaCCPDErCobI6QKDeAfEs
Terminale;;Sami nous a montré un trimestre assez mitigé avec des résultats décevants en philosophie et en matières de spécialité et des belles performances dans les autres disciplines. Nous sommes persuadé que tu sauras redresser la barre au troisième trimestre, notamment en adoptant une attitude plus active en classe et en consentant des efforts réguliers et approfondis.;BamOeuKKmtMmCpu67zeID_YaCCPDErCobI6QKDeAfEs
Terminale;;Les résultats de Sami sont mitigés avec des notes insuffisantes en matières de spécialités résultant d'un manque d'investissement susceptible de lui permettre de surmonter ses difficultés. Nous attirons l'attention de Sami sur la nécessité absolue de prendre conscience  et travailler avec acharnement afin de combler ses lacunes en exploitant son potentiel . Nos encouragements.;BamOeuKKmtMmCpu67zeID_YaCCPDErCobI6QKDeAfEs
Terminale;;Ali est un élève sérieux qui fournit un travail régulier. Ses résultats sont satisfaisants. Ali doit dorénavant s'imposer un travail plus rigoureux et participer davantage en classe afin d'améliorer ses résultats en deuxième trimestre. Nos encouragements.;F9nDndvUjRLFze02zhQbHxvei7M43-rvEWyfUNlWgek
Terminale;;Ali demeure un élève sérieux qui produit un travail acharné et de qualité. Ses résultats sont globalement satisfaisants. Nos encouragements.;F9nDndvUjRLFze02zhQbHxvei7M43-rvEWyfUNlWgek
Terminale;;Un bilan satisfaisant à très satisfaisant tout au long de l'année. Ali est un élève sérieux ayant une attitude très positive. Nous saluons le travail acharné et les résultats réguliers d'Ali. Nous te félicitons.;F9nDndvUjRLFze02zhQbHxvei7M43-rvEWyfUNlWgek
4A;;De très bons résultats dans l'ensemble. Vous êtes sérieuse et investie. Attention néanmoins à vos bavardages qui nuisent à votre progression et qui peuvent être gênants pour la classe.;lqfaBfqtkz6Dw1-L07gt-6oP6VukCT5gG8EIMM9J8hw
4A;;Grâce à son sérieux et son implication, Shemsy a obtenu de très bons résultats encore ce trimestre. Poursuivez ainsi.;lqfaBfqtkz6Dw1-L07gt-6oP6VukCT5gG8EIMM9J8hw
4A;;Très bon trimestre pour Shemsy. Son travail acharné et son attitude positive ont porté leurs fruits. Nous vous encourageons à poursuivre votre travail acharné !;lqfaBfqtkz6Dw1-L07gt-6oP6VukCT5gG8EIMM9J8hw
4A;;Un trimestre contrasté pour Jad. Vos efforts sont irréguliers selon les matières.  Vous devez poursuivre et étendre vos efforts à l'ensemble des disciplines afin de pouvoir progresser au trimestre prochain.;guTcFwhL8KH3DYaY_JJwRiPODXNXm9jL5Oe0qOUkftw
4A;;Des efforts ce trimestre qui ont permis de réaliser des progrès dans certaines matières. Il faut à présent les généraliser à l'ensemble des disciplines afin d'envisager la classe de troisième sereinement.;guTcFwhL8KH3DYaY_JJwRiPODXNXm9jL5Oe0qOUkftw
4A;;Résultats fragiles voire insuffisants dans certaines disciplines. Jad reste sélectif dans ses efforts et doit travailler en arabe, en espagnol et en histoire et géographie. Nous avons confiance en vous et vous encourageons à poursuivre vos efforts pour obtenir des résultats à la hauteur de votre potentiel !;guTcFwhL8KH3DYaY_JJwRiPODXNXm9jL5Oe0qOUkftw
2C;;Un bilan mitigé : vos résultats sont corrects mais votre attitude manque de régularité et vous devez veiller à rester concentré et actif en classe. Réagissez pour votre comportement et poursuivez votre travail afin d’obtenir de meilleures compétences.;f0qIAR9jwMa7Z7m7Ddd4a2n1_zrAS7UTLa0ec5jTYGA
2C;;Un ensemble juste correct alors que Rayane est capable de bien mieux mais n’exploite pas suffisamment son potentiel. Il faut réagir, en particulier en espagnol où il n’est pas tolérable de dormir sur sa table. Réveillez vous, réagissez et montrez que vous êtes capable du meilleur. Nous comptons sur vous.;f0qIAR9jwMa7Z7m7Ddd4a2n1_zrAS7UTLa0ec5jTYGA
2C;;Un bilan mitigé. Si dans certaines disciplines, votre travail et votre sérieux sont remarquables. Il reste que dans d’autres matières, vous n’avez fait que le minimum et cela est bien regrettable. Remettez vous sérieusement au travail dans toutes les disciplines et accentuez vos efforts. Bonne continuation pour l’année prochaine.;f0qIAR9jwMa7Z7m7Ddd4a2n1_zrAS7UTLa0ec5jTYGA
Terminale;;Excellent trimestre fruit d'un raisonnement rigoureux et un travail acharné fournis par une élève sérieuse et appliquée. Félicitations.;ubW2BIPGz761nfaWrE_eUtTRLkZy_j1N_WR7iUZPQoc
Terminale;;Chaymae nous livre un trimestre très satisfaisant en obtenant d'excellents résultats. Toutes nos félicitations.;ubW2BIPGz761nfaWrE_eUtTRLkZy_j1N_WR7iUZPQoc
Terminale;;C'est un excellent bilan.Les résultats de Chaymae sont à l'image de la qualité et de la rigueur de son travail ainsi que son investissement remarquable en classe.Toutes nos félicitations.;ubW2BIPGz761nfaWrE_eUtTRLkZy_j1N_WR7iUZPQoc
6A;;Rania réalise un très bon trimestre. l'équipe pédagogique souligne son sérieux et apprécie son implication face au travail et lui font confiance pour redoubler d'efforts en histoire géographie et en français le prochain trimestre.;MR2OZETw6pTE6aE_oC1xIrNwmn9Xyn3ZcbI-c0sJVTU
6A;;Rania obtient un très bon second trimestre. Les enseignants saluent ton sérieux et ton attitude positive. Nous t'encourageons à poursuivre dans cette voie afin d'exceller au prochain trimestre.;MR2OZETw6pTE6aE_oC1xIrNwmn9Xyn3ZcbI-c0sJVTU
6A;;Bravo Rania, tu réalises un très bon dernier trimestre de 6ème, l’équipe pédagogique salue ton sérieux et ton attitude positive face aux apprentissages et t’encourage à poursuivre tes efforts afin d’aborder sereinement l’année de 5ème.;MR2OZETw6pTE6aE_oC1xIrNwmn9Xyn3ZcbI-c0sJVTU
4C;;Excellent trimestre. Mohamed Riad est pleinement investi dans sa scolarité. Félicitations.;mt0aeRSwd-7grLsQvc0nTddh9kdMbwddVo6FrtFV0n4
4C;;Très bon trimestre dans l’ensemble. Votre sérieux et votre attention sont soulignés et nous vous en félicitons. Vos résultats sont réguliers et solides, continuez ainsi.;mt0aeRSwd-7grLsQvc0nTddh9kdMbwddVo6FrtFV0n4
4C;;Encore un très bon trimestre pour finir l'année. Mohamed Riad a su se montrer sérieux et investi tout du long. Avec cet état d'esprit, l'année de troisième sera une réussite. Félicitations.;mt0aeRSwd-7grLsQvc0nTddh9kdMbwddVo6FrtFV0n4
Terminale;;Très bon trimestre. Résultats très satisfaisants et homogènes  pour un élève sérieux et agréable. Fouad doit poursuivre ses efforts afin d'améliorer ses résultats au deuxième trimestre. Poursuis ainsi.;v8_Pwj1cdFynLik3_ZQKpvKgnjFrhRcEi8AWhBZLM50
Terminale;;Fouad réalise un très bon trimestre avec notamment une progression généralisée par rapport au premier trimestre et ce grâce à son potentiel et à sa persévérance. Félicitations.;v8_Pwj1cdFynLik3_ZQKpvKgnjFrhRcEi8AWhBZLM50
Terminale;;Ensemble très satisfaisant. Ton travail sérieux et ton attitude très positive sont largement soulignés. Nous te félicitons pour l'ensemble de ton année.;v8_Pwj1cdFynLik3_ZQKpvKgnjFrhRcEi8AWhBZLM50
5C;;Un très bon trimestre, avec des résultats la plupart du temps excellents. La participation est active et le travail personnel régulier. Les capacités semblent très solides. Il faut continuer ainsi en surveillant les sautes de concentration.;6bb8K4Ql5NT9tNBOlM719VGaeen1VVqIXAqFDtD5FgA
5C;;Un excellent trimestre. Ilyass a su maintenir un travail régulier, obtenant des résultats souvent remarquables, et perfectionner sa concentration. C' est très prometteur pour la suite du cycle. Bravo Ilyass, les professeurs te félicitent pour tes efforts et ton attitude, et t' encouragent à participer encore davantage à l' oral.;6bb8K4Ql5NT9tNBOlM719VGaeen1VVqIXAqFDtD5FgA
5C;;Un excellent trimestre, à l' image de l' année. Ilyass s' est montré très régulier dans son travail, sérieux et investi. Toutes les bases sont là pour entamer sereinement la quatrième. Félicitations Ilyass pour cette superbe année !;6bb8K4Ql5NT9tNBOlM719VGaeen1VVqIXAqFDtD5FgA
2C;;Un excellent trimestre dans l’ensemble. Nous vous félicitons pour votre travail et votre attitude. Poursuivez dans cette voie.;Sng6vJvdZgDleqoNp6lYM1u3Zpiq8MGQbc03nMtJsUo
2C;;Un excellent trimestre. Marwa possède un très bon niveau, poursuivez dans cette voie.;Sng6vJvdZgDleqoNp6lYM1u3Zpiq8MGQbc03nMtJsUo
2C;;Un excellent trimestre et une bonne année. Félicitations Marwa. Vous avez su fournir un travail sérieux et de qualité. Poursuivez ainsi en classe de première. Bonne continuation.;Sng6vJvdZgDleqoNp6lYM1u3Zpiq8MGQbc03nMtJsUo
3C;;Othmane réalise un excellent trimestre. Il fournit un travail régulier, de qualité et se montre soucieux de progresser. Une implication sans faille et un très bon état d'esprit. Félicitations du conseil de classe.;AavU8Egf3J-jhiX20dwccXvORoE9417YAf0y5IwuF8I
3C;;Othmane réalise un très bon trimestre. Le sérieux de son travail et son implication en classe sont salués par l'ensemble de l'équipe. Nous vous félicitons pour cette attitude et vous encourageons à poursuivre vos efforts.;AavU8Egf3J-jhiX20dwccXvORoE9417YAf0y5IwuF8I
3C;;Othmane réalise un très bon trimestre. Le sérieux de son travail et son implication en classe font l'unanimité. Des qualités qui laissent envisager un beau parcours au lycée. Félicitations du conseil de classe.;AavU8Egf3J-jhiX20dwccXvORoE9417YAf0y5IwuF8I
2B;;Trimestre très satisfaisant. Nejoud peut faire encore mieux en travaillant avec encore plus de rigueur.;1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM
2B;;Trimestre satisfaisant dans l'ensemble. Cependant des efforts dans la concentration  en classe doivent être poursuivis pour améliorer des résultats perfectibles.  Nous comptons sur toi pour un troisième trimestre encore meilleur.;1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM
2B;;Trimestre satisfaisant Nejoud doit prendre confiance en elle pour améliorer encore ses résultats l'année prochaine.;1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM
3B;;Résultats satisfaisants. L'équipe enseignante apprécie vos efforts sérieux et votre attitude positive. Pour maximiser votre potentiel, nous vous encourageons à maintenir cette dynamique dans toutes les matières. Attention aux bavardages.;I6MokE805zSKX1H58zuYodJmll01pmxMTX-XBV7mxWI
3B;;Résultats satisfaisants ce trimestre. L'équipe pédagogique reconnaît votre potentiel. Cependant, nous vous encourageons à redoubler vos efforts et à être plus concentré pour progresser davantage. Attention au bavardage. Nous comptons sur vous.;I6MokE805zSKX1H58zuYodJmll01pmxMTX-XBV7mxWI
3B;;Résultats satisfaisants ce trimestre. Mohamed Karim a fait des progrès. Cependant, il faudra maintenir une implication et un travail réguliers pour surmonter ses difficultés, notamment les difficultés rédactionnelles et méthodologiques. Il doit rester concentré en classe et améliorer son travail personnel pour réussir son DNB. Il en est capable.;I6MokE805zSKX1H58zuYodJmll01pmxMTX-XBV7mxWI
5B;;Très bon trimestre pour Walid. C'est un élève motivé et impliqué dans son travail. Les enseignants apprécient la qualité de ta participation en classe. Nous te félicitons.;JrgWOdZo-BkUNqoo4YReSlJYNZJrDQuFeO-r8tCsZFk
5B;;C'est un bon trimestre et nous apprécions tes efforts dans la plupart des matières. Continue sur cette lancée pour terminer cette année de belle manière !;JrgWOdZo-BkUNqoo4YReSlJYNZJrDQuFeO-r8tCsZFk
5B;;Un trimestre très satisfaisant, Walid réalise une excellente année de 5éme. Nous te félicitons pour le travail sérieux et de qualité dont tu as fait preuve tout au long de l'année. Félicitations.;JrgWOdZo-BkUNqoo4YReSlJYNZJrDQuFeO-r8tCsZFk
1B/C;;Vous avez réalisé un très bon premier trimestre. Nous félicitons la qualité et la précision de votre travail. Continuez ainsi.;G8Ju-2Ifjp-GHD8sr7yFl_oW_GEedv3dVWTW2SrHKWQ
1B/C;;Encore un trimestre très positif avec un travail sérieux et une belle motivation. Votre engagement et votre détermination sont des atouts précieux pour votre réussite. Continuez sur cette voie en restant concentrée,;G8Ju-2Ifjp-GHD8sr7yFl_oW_GEedv3dVWTW2SrHKWQ
1B/C;;"Vous avez réalisé un très bon trimestre et nous vous en félicitons. Vos résultats sont réguliers et solides. Votre attitude sérieuse est à saluer, continuez ainsi.             Elève membre du club MUN et du bureau, Présidente du club pour le 1er et 2ème trimestre(Model of United Nations), fortement impliquée, que ce soit dans l'organisation des simulations organisées en interne, Mini-MUN Daudet ou en tant que participante à d'autres MUN organisés en externe avec d'autres lycées, LFIAMUN d'Agadir. Cette élève a brillé au sein du comité ""CDS"" en langue anglaise lors de l'événement du LFIAMUN, lui valant une mention honorable pour son engagement et ses contributions précieuses.";G8Ju-2Ifjp-GHD8sr7yFl_oW_GEedv3dVWTW2SrHKWQ
1B/C;;Très bon bilan dans l'ensemble. Votre constance, sérieux et attitude positive face au travail sont à généraliser à l'ensemble des matières pour progresser davantage.;OTbXvDcCLfSODcPT79cWA1KgEu3RaLxeDMGjlOfONb4
1B/C;;Bon bilan dans l'ensemble. Votre sérieux, votre rigueur et votre persévérance sont soulignés. Nous vous encourageons à continuer ainsi.;OTbXvDcCLfSODcPT79cWA1KgEu3RaLxeDMGjlOfONb4
1B/C;;"Très bon bilan dans l'ensemble. Votre sérieux, votre rigueur et votre persévérance sont soulignés. Nous vous encourageons à continuer ainsi.     Elève ayant participé à plusieurs MUN (Model of United Nations), organisés en interne, Mini-MUN Daudet et en externe, LFIAMUN d'Agadir. Cet élève a brillé au sein du comité ""UNWOMEN"" lors de l'événement du LFIAMUN, lui valant une mention honorable pour son engagement et ses précieuses contributions.";OTbXvDcCLfSODcPT79cWA1KgEu3RaLxeDMGjlOfONb4
4B;;Trimestre correct, nous vous encourageons à approfondir vos efforts  sans vous laisser distraire !;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
4B;;Trimestre juste moyen avec quelques progrès dans plusieurs disciplines, nous vous encourageons à les généraliser au prochain trimestre.;X3XmlDo3QiZaYZkPz_QPsUrtwgcVizFnOS3easx9gjM
